"n","iter","seed","W"
15,173,15173,0.434571428571429
15,174,15174,0.782142857142857
15,175,15175,0.891142857142857
15,176,15176,0.7365
15,177,15177,0.352857142857143
15,178,15178,0.8415
15,179,15179,0.829071428571429
15,180,15180,0.784785714285714
15,181,15181,0.383214285714286
15,182,15182,0.522928571428571
15,183,15183,0.798857142857143
15,184,15184,0.661071428571429
15,185,15185,0.850285714285714
15,186,15186,0.4555
15,187,15187,0.727857142857143
15,188,15188,0.800285714285714
15,189,15189,0.806142857142857
15,190,15190,0.773714285714286
15,191,15191,0.852357142857143
15,192,15192,0.533428571428571
15,193,15193,0.638571428571429
15,194,15194,0.740285714285714
15,195,15195,0.795142857142857
15,196,15196,0.896
15,197,15197,0.602
15,198,15198,0.803142857142857
15,199,15199,0.676857142857143
15,200,15200,0.3765
30,1,30001,0.762037819799778
30,2,30002,0.852271412680756
30,3,30003,0.791706340378198
30,4,30004,0.704186874304783
30,5,30005,0.810393770856507
30,6,30006,0.769263626251391
30,7,30007,0.827159065628476
30,8,30008,0.42966852057842
30,9,30009,0.782264738598443
30,10,30010,0.610545050055617
30,11,30011,0.824026696329255
30,12,30012,0.857904338153504
30,13,30013,0.794393770856507
30,14,30014,0.75377085650723
30,15,30015,0.808373748609566
30,16,30016,0.772476084538376
30,17,30017,0.877615127919911
30,18,30018,0.489815350389321
30,19,30019,0.793450500556173
30,20,30020,0.715684093437152
30,21,30021,0.851701890989989
30,22,30022,0.864533926585095
30,23,30023,0.397401557285873
30,24,30024,0.809067853170189
30,25,30025,0.768195773081201
30,26,30026,0.838843159065628
30,27,30027,0.77042936596218
30,28,30028,0.803701890989989
30,29,30029,0.714500556173526
30,30,30030,0.731568409343715
30,31,30031,0.831617352614016
30,32,30032,0.825459399332592
30,33,30033,0.883007786429366
30,34,30034,0.74688320355951
30,35,30035,0.831884315906563
30,36,30036,0.847234705228031
30,37,30037,0.740315906562848
30,38,30038,0.853588431590656
30,39,30039,0.821259176863181
30,40,30040,0.566567296996663
30,41,30041,0.667826473859844
30,42,30042,0.762856507230256
30,43,30043,0.876440489432703
30,44,30044,0.875684093437152
30,45,30045,0.77767296996663
30,46,30046,0.839830923248053
30,47,30047,0.659007786429366
30,48,30048,0.766015572858732
30,49,30049,0.76329254727475
30,50,30050,0.748173526140156
30,51,30051,0.912382647385984
30,52,30052,0.811942157953281
30,53,30053,0.796155728587319
30,54,30054,0.699007786429366
30,55,30055,0.406202447163515
30,56,30056,0.883417130144605
30,57,30057,0.912916573971079
30,58,30058,0.882829810901001
30,59,30059,0.869446051167964
30,60,30060,0.909392658509455
30,61,30061,0.844876529477197
30,62,30062,0.69301001112347
30,63,30063,0.848551724137931
30,64,30064,0.67838042269188
30,65,30065,0.709090100111235
30,66,30066,0.840729699666296
30,67,30067,0.85584872080089
30,68,30068,0.831902113459399
30,69,30069,0.794286985539488
30,70,30070,0.838184649610679
30,71,30071,0.85169299221357
30,72,30072,0.841512791991101
30,73,30073,0.834100111234705
30,74,30074,0.913797552836485
30,75,30075,0.576729699666296
30,76,30076,0.841254727474972
30,77,30077,0.735635150166852
30,78,30078,0.669864293659622
30,79,30079,0.425717463848721
30,80,30080,0.761859844271413
30,81,30081,0.872587319243604
30,82,30082,0.803888765294772
30,83,30083,0.804769744160178
30,84,30084,0.814754171301446
30,85,30085,0.857806451612903
30,86,30086,0.854166852057842
30,87,30087,0.78511234705228
30,88,30088,0.836600667408231
30,89,30089,0.904542825361513
30,90,30090,0.776818687430478
30,91,30091,0.859577308120133
30,92,30092,0.458162402669633
30,93,30093,0.485321468298109
30,94,30094,0.686246941045606
30,95,30095,0.874055617352614
30,96,30096,0.850909899888765
30,97,30097,0.899586206896552
30,98,30098,0.870611790878754
30,99,30099,0.760080088987764
30,100,30100,0.885330367074527
30,101,30101,0.554438264738598
30,102,30102,0.883159065628476
30,103,30103,0.823359288097886
30,104,30104,0.55964404894327
30,105,30105,0.770055617352614
30,106,30106,0.895982202447164
30,107,30107,0.740369299221357
30,108,30108,0.838157953281424
30,109,30109,0.879581757508343
30,110,30110,0.915319243604004
30,111,30111,0.532066740823137
30,112,30112,0.881005561735262
30,113,30113,0.860111234705228
30,114,30114,0.733348164627364
30,115,30115,0.883568409343715
30,116,30116,0.842011123470523
30,117,30117,0.720560622914349
30,118,30118,0.842295884315907
30,119,30119,0.76080978865406
30,120,30120,0.663510567296997
30,121,30121,0.895403781979978
30,122,30122,0.723710789766407
30,123,30123,0.841254727474972
30,124,30124,0.832987764182425
30,125,30125,0.633735261401557
30,126,30126,0.880747497219133
30,127,30127,0.711786429365962
30,128,30128,0.759439377085651
30,129,30129,0.896631813125695
30,130,30130,0.86085873192436
30,131,30131,0.450598442714127
30,132,30132,0.842055617352614
30,133,30133,0.41189766407119
30,134,30134,0.548298109010011
30,135,30135,0.820422691879866
30,136,30136,0.840596218020022
30,137,30137,0.845757508342603
30,138,30138,0.777744160177976
30,139,30139,0.892840934371524
30,140,30140,0.882171301446051
30,141,30141,0.780084538375973
30,142,30142,0.772360400444939
30,143,30143,0.803034482758621
30,144,30144,0.383252502780868
30,145,30145,0.828974416017798
30,146,30146,0.887216907675195
30,147,30147,0.423216907675195
30,148,30148,0.736026696329255
30,149,30149,0.846238042269188
30,150,30150,0.763381535038932
30,151,30151,0.813944382647386
30,152,30152,0.64192213570634
30,153,30153,0.832106785317019
30,154,30154,0.710433815350389
30,155,30155,0.808266963292547
30,156,30156,0.842473859844271
30,157,30157,0.879813125695217
30,158,30158,0.840177975528365
30,159,30159,0.856444938820912
30,160,30160,0.890269187986652
30,161,30161,0.867025583982202
30,162,30162,0.788342602892102
30,163,30163,0.861374860956618
30,164,30164,0.791911012235818
30,165,30165,0.884689655172414
30,166,30166,0.855777530589544
30,167,30167,0.75625361512792
30,168,30168,0.750576195773081
30,169,30169,0.841423804226919
30,170,30170,0.773428253615128
30,171,30171,0.634945494994438
30,172,30172,0.83979532814238
30,173,30173,0.805713014460512
30,174,30174,0.64880978865406
30,175,30175,0.817334816462736
30,176,30176,0.58501446051168
30,177,30177,0.456106785317019
30,178,30178,0.869250278086763
30,179,30179,0.819764182424917
30,180,30180,0.740645161290323
30,181,30181,0.864542825361513
30,182,30182,0.77939043381535
30,183,30183,0.808791991101224
30,184,30184,0.38516573971079
30,185,30185,0.865913236929922
30,186,30186,0.750807563959955
30,187,30187,0.827185761957731
30,188,30188,0.893499443826474
30,189,30189,0.82582424916574
30,190,30190,0.669098998887653
30,191,30191,0.841050055617353
30,192,30192,0.879181312569522
30,193,30193,0.810020022246941
30,194,30194,0.906420467185762
30,195,30195,0.581864293659622
30,196,30196,0.843025583982202
30,197,30197,0.810509454949944
30,198,30198,0.525437152391546
30,199,30199,0.842447163515017
30,200,30200,0.892547274749722
50,1,50001,0.539328691476591
50,2,50002,0.752203601440576
50,3,50003,0.76848787515006
50,4,50004,0.726665066026411
50,5,50005,0.853282112845138
50,6,50006,0.813370468187275
50,7,50007,0.77483025210084
50,8,50008,0.721507803121249
50,9,50009,0.809390636254502
50,10,50010,0.801807442977191
50,11,50011,0.757020888355342
50,12,50012,0.537563505402161
50,13,50013,0.752610804321729
50,14,50014,0.846409603841537
50,15,50015,0.829988955582233
50,16,50016,0.819858823529412
50,17,50017,0.844421608643457
50,18,50018,0.854870588235294
50,19,50019,0.813211044417767
50,20,50020,0.822770708283313
50,21,50021,0.873540456182473
50,22,50022,0.776797118847539
50,23,50023,0.407900120048019
50,24,50024,0.82028331332533
50,25,50025,0.540819207683073
50,26,50026,0.760405282112845
50,27,50027,0.872103721488595
50,28,50028,0.848551260504202
50,29,50029,0.807193277310924
50,30,50030,0.456923889555822
50,31,50031,0.901720048019208
50,32,50032,0.815402641056423
50,33,50033,0.80317118847539
50,34,50034,0.796110444177671
50,35,50035,0.865853541416567
50,36,50036,0.744201680672269
50,37,50037,0.888474429771909
50,38,50038,0.806910924369748
50,39,50039,0.860285234093638
50,40,50040,0.544898919567827
50,41,50041,0.752775990396159
50,42,50042,0.78464537815126
50,43,50043,0.746904201680672
50,44,50044,0.798348139255702
50,45,50045,0.864858583433373
50,46,50046,0.842971428571429
50,47,50047,0.848923889555822
50,48,50048,0.805896758703481
50,49,50049,0.818230012004802
50,50,50050,0.798592076830732
50,51,50051,0.885627851140456
50,52,50052,0.827968307322929
50,53,50053,0.848543577430972
50,54,50054,0.814663145258103
50,55,50055,0.797858343337335
50,56,50056,0.731570708283313
50,57,50057,0.7824
50,58,50058,0.896334213685474
50,59,50059,0.793006482593037
50,60,50060,0.758169507803121
50,61,50061,0.870179111644658
50,62,50062,0.813758463385354
50,63,50063,0.727978871548619
50,64,50064,0.531839615846339
50,65,50065,0.898375990396158
50,66,50066,0.416654981992797
50,67,50067,0.703185594237695
50,68,50068,0.875296038415366
50,69,50069,0.659612965186074
50,70,50070,0.837032412965186
50,71,50071,0.790307803121248
50,72,50072,0.844588715486195
50,73,50073,0.841603841536615
50,74,50074,0.776766386554622
50,75,50075,0.835676350540216
50,76,50076,0.826068667466987
50,77,50077,0.8518818727491
50,78,50078,0.82183337334934
50,79,50079,0.399948139255702
50,80,50080,0.814707322929172
50,81,50081,0.823658103241297
50,82,50082,0.824495558223289
50,83,50083,0.44525906362545
50,84,50084,0.744345738295318
50,85,50085,0.849778631452581
50,86,50086,0.786765906362545
50,87,50087,0.825909243697479
50,88,50088,0.822486434573829
50,89,50089,0.869303241296519
50,90,50090,0.809438655462185
50,91,50091,0.806054261704682
50,92,50092,0.727020408163265
50,93,50093,0.87389387755102
50,94,50094,0.822686194477791
50,95,50095,0.82662569027611
50,96,50096,0.857834333733493
50,97,50097,0.786710204081633
50,98,50098,0.486532533013205
50,99,50099,0.886526770708283
50,100,50100,0.81450756302521
50,101,50101,0.779417046818727
50,102,50102,0.491148139255702
50,103,50103,0.474936854741897
50,104,50104,0.524267947178872
50,105,50105,0.873824729891957
50,106,50106,0.907484273709484
50,107,50107,0.876661704681873
50,108,50108,0.865818967587035
50,109,50109,0.786139735894358
50,110,50110,0.869145738295318
50,111,50111,0.858510444177671
50,112,50112,0.718595918367347
50,113,50113,0.787534213685474
50,114,50114,0.890220408163265
50,115,50115,0.782204081632653
50,116,50116,0.753939975990396
50,117,50117,0.855944297719088
50,118,50118,0.789470348139256
50,119,50119,0.73318031212485
50,120,50120,0.846056182472989
50,121,50121,0.840937334933974
50,122,50122,0.837802641056423
50,123,50123,0.679270108043217
50,124,50124,0.865323409363746
50,125,50125,0.83541512605042
50,126,50126,0.410687154861945
50,127,50127,0.511008883553421
50,128,50128,0.7423212484994
50,129,50129,0.852496518607443
50,130,50130,0.573024729891957
50,131,50131,0.889945738295318
50,132,50132,0.899211524609844
50,133,50133,0.779607202881152
50,134,50134,0.881553901560624
50,135,50135,0.780894117647059
50,136,50136,0.757328211284514
50,137,50137,0.802266506602641
50,138,50138,0.808493637454982
50,139,50139,0.778387515006002
50,140,50140,0.896676110444178
50,141,50141,0.897926530612245
50,142,50142,0.863909723889556
50,143,50143,0.739088595438175
50,144,50144,0.840616566626651
50,145,50145,0.687604321728691
50,146,50146,0.877516446578631
50,147,50147,0.791842496998799
50,148,50148,0.768551260504202
50,149,50149,0.746992557022809
50,150,50150,0.818016806722689
50,151,50151,0.831087635054022
50,152,50152,0.810796638655462
50,153,50153,0.877065066026411
50,154,50154,0.834731332533013
50,155,50155,0.811720528211285
50,156,50156,0.798849459783913
50,157,50157,0.82250756302521
50,158,50158,0.810312605042017
50,159,50159,0.777367587034814
50,160,50160,0.784159423769508
50,161,50161,0.792507082833133
50,162,50162,0.757310924369748
50,163,50163,0.450105162064826
50,164,50164,0.832261224489796
50,165,50165,0.824478271308524
50,166,50166,0.751448739495798
50,167,50167,0.753584633853541
50,168,50168,0.888530132052821
50,169,50169,0.696641536614646
50,170,50170,0.819201920768307
50,171,50171,0.817092917166867
50,172,50172,0.858854261704682
50,173,50173,0.855769507803121
50,174,50174,0.857938055222089
50,175,50175,0.474097478991597
50,176,50176,0.777079471788715
50,177,50177,0.840205522208884
50,178,50178,0.902530612244898
50,179,50179,0.820715486194478
50,180,50180,0.795455462184874
50,181,50181,0.803949099639856
50,182,50182,0.745069867947179
50,183,50183,0.859226890756303
50,184,50184,0.800397599039616
50,185,50185,0.835436254501801
50,186,50186,0.854415366146459
50,187,50187,0.727043457382953
50,188,50188,0.827138535414166
50,189,50189,0.8199606242497
50,190,50190,0.848180552220888
50,191,50191,0.800958463385354
50,192,50192,0.847222088835534
50,193,50193,0.896712605042017
50,194,50194,0.761402160864346
50,195,50195,0.893760384153661
50,196,50196,0.41876206482593
50,197,50197,0.788705882352941
50,198,50198,0.86858487394958
50,199,50199,0.786364465786314
50,200,50200,0.875507322929172
75,1,75001,0.832485348506401
75,2,75002,0.859011095305832
75,3,75003,0.77265945945946
75,4,75004,0.895962446657183
75,5,75005,0.74996813655761
75,6,75006,0.775997155049787
75,7,75007,0.768188335704125
75,8,75008,0.463495305832148
75,9,75009,0.727025320056899
75,10,75010,0.859865718349929
75,11,75011,0.74843186344239
75,12,75012,0.766029018492177
75,13,75013,0.894451778093883
75,14,75014,0.503090184921764
75,15,75015,0.81238293029872
75,16,75016,0.829501564722617
75,17,75017,0.808656614509246
75,18,75018,0.842350497866287
75,19,75019,0.812442674253201
75,20,75020,0.840821052631579
75,21,75021,0.832993456614509
75,22,75022,0.825604551920341
75,23,75023,0.837543100995733
75,24,75024,0.825437268847795
75,25,75025,0.838854623044097
75,26,75026,0.811611948790896
75,27,75027,0.789144238975818
75,28,75028,0.846231578947368
75,29,75029,0.812893883357041
75,30,75030,0.900706116642959
75,31,75031,0.413227880512091
75,32,75032,0.830422759601707
75,33,75033,0.858191180654339
75,34,75034,0.789584637268848
75,35,75035,0.787935704125178
75,36,75036,0.891001422475107
75,37,75037,0.737740540540541
75,38,75038,0.421955618776671
75,39,75039,0.87896386913229
75,40,75040,0.813321763869132
75,41,75041,0.73283186344239
75,42,75042,0.744249217638691
75,43,75043,0.869566998577525
75,44,75044,0.807669416785206
75,45,75045,0.711869701280228
75,46,75046,0.812623044096728
75,47,75047,0.828363584637269
75,48,75048,0.719808250355619
75,49,75049,0.773056614509246
75,50,75050,0.813780369843528
75,51,75051,0.489596586059744
75,52,75052,0.8869786628734
75,53,75053,0.749575533428165
75,54,75054,0.847635846372689
75,55,75055,0.41116813655761
75,56,75056,0.706343669985775
75,57,75057,0.890315220483642
75,58,75058,0.822695874822191
75,59,75059,0.833521479374111
75,60,75060,0.761342816500711
75,61,75061,0.822971834992888
75,62,75062,0.828547937411095
75,63,75063,0.756543385490754
75,64,75064,0.840871692745377
75,65,75065,0.570652631578947
75,66,75066,0.863540256045519
75,67,75067,0.833006543385491
75,68,75068,0.887999431009957
75,69,75069,0.828339118065434
75,70,75070,0.81017240398293
75,71,75071,0.878851778093883
75,72,75072,0.516452916073969
75,73,75073,0.854704978662873
75,74,75074,0.818717496443812
75,75,75075,0.456104125177809
75,76,75076,0.787717211948791
75,77,75077,0.844436415362731
75,78,75078,0.867848079658606
75,79,75079,0.887960739687055
75,80,75080,0.762211095305832
75,81,75081,0.794648079658606
75,82,75082,0.758584352773827
75,83,75083,0.856380085348506
75,84,75084,0.518166714082504
75,85,75085,0.841722332859175
75,86,75086,0.800274253200569
75,87,75087,0.759170412517781
75,88,75088,0.884658321479374
75,89,75089,0.841284779516358
75,90,75090,0.860876244665718
75,91,75091,0.693431009957326
75,92,75092,0.811969274537696
75,93,75093,0.819100426742532
75,94,75094,0.8364
75,95,75095,0.78790213371266
75,96,75096,0.818588335704125
75,97,75097,0.88144466571835
75,98,75098,0.863207396870555
75,99,75099,0.482487624466572
75,100,75100,0.852779516358464
75,101,75101,0.729996017069701
75,102,75102,0.875641536273115
75,103,75103,0.827337695590327
75,104,75104,0.758537695590327
75,105,75105,0.901481650071124
75,106,75106,0.797258036984353
75,107,75107,0.769540825035562
75,108,75108,0.803762731152205
75,109,75109,0.848737980085349
75,110,75110,0.842463157894737
75,111,75111,0.809732005689901
75,112,75112,0.778220768136558
75,113,75113,0.855742247510669
75,114,75114,0.769730298719772
75,115,75115,0.825248364153627
75,116,75116,0.503252347083926
75,117,75117,0.882809672830725
75,118,75118,0.855643243243243
75,119,75119,0.863293883357041
75,120,75120,0.774812517780939
75,121,75121,0.817292176386913
75,122,75122,0.784649786628734
75,123,75123,0.836492745376956
75,124,75124,0.870664011379801
75,125,75125,0.718407965860598
75,126,75126,0.805554480796586
75,127,75127,0.84502987197724
75,128,75128,0.796818776671408
75,129,75129,0.805222190611664
75,130,75130,0.834899573257468
75,131,75131,0.832058036984353
75,132,75132,0.814752204836415
75,133,75133,0.52924039829303
75,134,75134,0.806767567567568
75,135,75135,0.864372119487909
75,136,75136,0.849038975817923
75,137,75137,0.799266571834993
75,138,75138,0.831856614509246
75,139,75139,0.780022190611664
75,140,75140,0.77639146514936
75,141,75141,0.883400853485064
75,142,75142,0.771796301564723
75,143,75143,0.760758463726885
75,144,75144,0.814320910384068
75,145,75145,0.767883357041252
75,146,75146,0.811255761024182
75,147,75147,0.81459573257468
75,148,75148,0.752162162162162
75,149,75149,0.802591749644381
75,150,75150,0.831592603129445
75,151,75151,0.868708961593172
75,152,75152,0.80870213371266
75,153,75153,0.778677098150782
75,154,75154,0.734234992887624
75,155,75155,0.847308108108108
75,156,75156,0.744053485064011
75,157,75157,0.759940256045519
75,158,75158,0.838388620199147
75,159,75159,0.879952773826458
75,160,75160,0.832128591749644
75,161,75161,0.776493883357041
75,162,75162,0.806198577524893
75,163,75163,0.756784068278805
75,164,75164,0.880207681365576
75,165,75165,0.763992034139402
75,166,75166,0.8087106685633
75,167,75167,0.396704978662873
75,168,75168,0.828845519203414
75,169,75169,0.44232546230441
75,170,75170,0.806967852062589
75,171,75171,0.882409103840683
75,172,75172,0.855128307254623
75,173,75173,0.903577240398293
75,174,75174,0.853184637268848
75,175,75175,0.865928307254623
75,176,75176,0.8492
75,177,75177,0.511822475106686
75,178,75178,0.797835561877667
75,179,75179,0.803605689900427
75,180,75180,0.893894736842105
75,181,75181,0.883074253200569
75,182,75182,0.832782361308677
75,183,75183,0.842633854907539
75,184,75184,0.833070839260313
75,185,75185,0.505789473684211
75,186,75186,0.857086201991465
75,187,75187,0.900056899004267
75,188,75188,0.803523755334282
75,189,75189,0.84436813655761
75,190,75190,0.812560455192034
75,191,75191,0.854543385490754
75,192,75192,0.856221906116643
75,193,75193,0.912191180654339
75,194,75194,0.786753911806544
75,195,75195,0.830796017069701
75,196,75196,0.813798577524893
75,197,75197,0.760888193456614
75,198,75198,0.85721479374111
75,199,75199,0.746081934566145
75,200,75200,0.870790896159317
100,1,100001,0.819963756375637
100,2,100002,0.83595103510351
100,3,100003,0.85512799279928
100,4,100004,0.810673867386739
100,5,100005,0.825853225322532
100,6,100006,0.78973297329733
100,7,100007,0.798136453645365
100,8,100008,0.819284728472847
100,9,100009,0.853321332133213
100,10,100010,0.833717371737174
100,11,100011,0.800726792679268
100,12,100012,0.782598739873987
100,13,100013,0.772394119411941
100,14,100014,0.76456501650165
100,15,100015,0.747491149114912
100,16,100016,0.800706150615061
100,17,100017,0.839580918091809
100,18,100018,0.900494689468947
100,19,100019,0.810330633063306
100,20,100020,0.765522472247225
100,21,100021,0.500161056105611
100,22,100022,0.491893189318932
100,23,100023,0.815767896789679
100,24,100024,0.838516891689169
100,25,100025,0.41289096909691
100,26,100026,0.820898169816982
100,27,100027,0.756131773177318
100,28,100028,0.867123912391239
100,29,100029,0.863099189918992
100,30,100030,0.822898769876988
100,31,100031,0.830438883888389
100,32,100032,0.834022202220222
100,33,100033,0.816173297329733
100,34,100034,0.772092649264926
100,35,100035,0.887210081008101
100,36,100036,0.811465466546655
100,37,100037,0.491780378037804
100,38,100038,0.806498169816982
100,39,100039,0.854700030003
100,40,100040,0.843106630663066
100,41,100041,0.815500750075008
100,42,100042,0.81352799279928
100,43,100043,0.776627662766277
100,44,100044,0.821516231623162
100,45,100045,0.896027602760276
100,46,100046,0.417278367836784
100,47,100047,0.841390459045905
100,48,100048,0.865561836183618
100,49,100049,0.399264326432643
100,50,100050,0.862410321032103
100,51,100051,0.504932733273327
100,52,100052,0.79405700570057
100,53,100053,0.801972517251725
100,54,100054,0.824103450345035
100,55,100055,0.808413801380138
100,56,100056,0.89860402040204
100,57,100057,0.770278067806781
100,58,100058,0.861460306030603
100,59,100059,0.869047944794479
100,60,100060,0.774248784878488
100,61,100061,0.788490849084909
100,62,100062,0.859774137413742
100,63,100063,0.85185502550255
100,64,100064,0.814897089708971
100,65,100065,0.842228142814281
100,66,100066,0.800210741074108
100,67,100067,0.804534293429343
100,68,100068,0.858796759675968
100,69,100069,0.868470687068707
100,70,100070,0.803170717071707
100,71,100071,0.796625502550255
100,72,100072,0.896621662166217
100,73,100073,0.849570717071707
100,74,100074,0.810197659765977
100,75,100075,0.75319099909991
100,76,100076,0.863722292229223
100,77,100077,0.859202160216022
100,78,100078,0.8334499849985
100,79,100079,0.853138913891389
100,80,100080,0.818208220822082
100,81,100081,0.897502550255025
100,82,100082,0.428241224122412
100,83,100083,0.77941098109811
100,84,100084,0.504702790279028
100,85,100085,0.856053525352535
100,86,100086,0.822315511551155
100,87,100087,0.867382418241824
100,88,100088,0.871049744974497
100,89,100089,0.807316411641164
100,90,100090,0.788163936393639
100,91,100091,0.801289168916892
100,92,100092,0.441164356435644
100,93,100093,0.747907350735074
100,94,100094,0.496296909690969
100,95,100095,0.872546294629463
100,96,100096,0.81012205220522
100,97,100097,0.89595295529553
100,98,100098,0.893592079207921
100,99,100099,0.469108910891089
100,100,100100,0.898341434143414
100,101,100101,0.754495529552955
100,102,100102,0.866144614461446
100,103,100103,0.805821302130213
100,104,100104,0.851800540054005
100,105,100105,0.799225682568257
100,106,100106,0.833313171317132
100,107,100107,0.762180618061806
100,108,100108,0.812613261326133
100,109,100109,0.866801560156016
100,110,100110,0.796657905790579
100,111,100111,0.85983102310231
100,112,100112,0.831007260726072
100,113,100113,0.895365856585659
100,114,100114,0.813085868586859
100,115,100115,0.771838703870387
100,116,100116,0.755679327932793
100,117,100117,0.73107398739874
100,118,100118,0.842571137113711
100,119,100119,0.487180078007801
100,120,100120,0.861488148814881
100,121,100121,0.767591239123912
100,122,100122,0.757042664266427
100,123,100123,0.856338673867387
100,124,100124,0.827643564356436
100,125,100125,0.527129432943294
100,126,100126,0.787500510051005
100,127,100127,0.854325832583258
100,128,100128,0.839136873687369
100,129,100129,0.549417581758176
100,130,100130,0.873644164416442
100,131,100131,0.869608640864086
100,132,100132,0.820842244224423
100,133,100133,0.808863366336634
100,134,100134,0.742521692169217
100,135,100135,0.826204860486049
100,136,100136,0.867134233423342
100,137,100137,0.488525172517252
100,138,100138,0.441340534053405
100,139,100139,0.894287908790879
