"Parcela","Cultura","Combo","DMG_norm","DMP_norm","RMP_norm","Densidade_norm","Estoque.de.C_norm","Na_norm","ICV..._norm","pH_norm","P_norm","K_norm","Altura.de.Plantas_norm","Diâmetro.espiga_norm","Comprimento.espiga_norm","Número.de.plantas_ha_norm","N.total.de.espigas_ha_norm","N.de.espigas.comerciais_ha_norm","Peso.de.espigas.comerciais_ha_norm","Produtividade_norm","Ca_norm","Mg_norm","Al_norm","CTC_norm","MOS_norm","EstN_norm","MI_norm","MA_norm","VIB_norm","RP_norm","AD_PT_norm","qMIC_norm","qCO2_norm","CCO2_norm","CMIC_norm","NMIC_norm","IPACSA","IQS_ANOVA","IQS_Fuzzy","IQS_PLS","IQS_MARS","IQS_RF","MetaIQS_Borda","pH_0_10","P_0_10","K_0_10","Ca_cmolc_dm3","Mg_cmolc_dm3","Al_cmolc_dm3","T_cmolc_dm3","MOS_g_kg","EstN_kg_ha","MI_pct","MA_pct","VIB_mm_h","RP_KPa","AD_PT","qMIC","qCO2","CCO2_g_kg","CMIC_ug_g","NMIC_mg_kg"
"CT","Sunn hemp","CT_Sunn hemp",0.251111158087816,0.362158371565684,9.68451938715347,9.01617575342848,1.29468289007999,7.52813781788351,0,3.16582914572865,2.30141252363475,2.50065975494816,7.14285714285715,4.79166666666667,0.263157894736841,8.57142857142857,6,5.90909090909091,5.9748427672956,5.90909090909091,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,7.14144215530903,2.29237239100355,7.14144215530903,5.91260715354293,7.10568020885429,6.98887722729277,81,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0.343445636161082,0.395154397488113,9.62554322021873,9.01617575342849,1.29468289007999,7.52813781788351,0,3.16582914572865,2.30141252363475,2.50065975494816,5,4.79166666666667,0.263157894736841,8.57142857142857,6,5.90909090909091,5.9748427672956,5.90909090909091,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,7.14144215530903,2.13849519264074,7.14144215530903,5.6133399639184,7.10568020885429,6.97665589773056,79.6,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0.278824132746657,0.345958063469386,9.68076388397966,9.19255858647916,1.08802355412225,7.52813781788351,0,3.16582914572865,2.30141252363475,2.50065975494816,8.57142857142858,4.79166666666667,0.263157894736841,8.57142857142857,6,5.90909090909091,5.9748427672956,5.90909090909091,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,7.13461034618954,2.42169659889485,7.13461034618954,6.11568285152185,7.10568020885429,6.95834835957649,80.8,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"MT","Cowpea","MT_Cowpea",10,10,0,9.73914791175154,0.732046928041006,9.21246923707957,6.31578947368421,6.48241206030151,3.74708041374708,5.73044297832234,7.14285714285715,4.375,10,2.28571428571429,3.6,7.57575757575758,8.67924528301887,7.57575757575758,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,4.96432534207939,8.72608441934418,4.96432534207939,7.15752545690898,4.91655643148432,5.01727128954581,65.2,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",6.39621980210554,8.63311110619867,2.51404384410777,9.6703868968063,0.838285163268508,9.60623461853979,6.31578947368421,6.48241206030151,3.74708041374708,5.73044297832234,7.85714285714286,4.375,10,2.28571428571429,3.6,7.57575757575758,8.67924528301887,7.57575757575758,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,4.96412598992629,8.0467444994293,4.96412598992629,7.28248596297587,4.91655643148432,5.02452192744466,64.2,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",0.699663217707755,1.72149976127136,8.7574470696726,9.71906042423944,0.763082816983872,0,6.31578947368421,6.48241206030151,3.74708041374708,5.73044297832234,7.14285714285715,4.375,10,2.28571428571429,3.6,7.57575757575758,8.67924528301887,7.57575757575758,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,4.96426454190975,6.92031022259584,4.96426454190975,7.58406793017123,4.91655643148432,5.02822970310552,62.8,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",0.390565487440116,0.574829368318684,9.50845406376273,8.25962719691869,3.20553267128512,8.22805578342904,9.47368421052632,6.48241206030151,3.74708041374708,5.73044297832234,10,0,7.10526315789474,3.71428571428572,4,8.03030303030303,8.9937106918239,8.03030303030303,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,5.59406969493868,6.17409019447118,5.59406969493868,7.53464503142279,5.58107164253016,5.58490490055476,71.2,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",0.0547192408625333,0.0336922841837393,9.94794365384259,9.39611543269891,1.3545055019512,7.99835931091058,9.47368421052632,6.48241206030151,3.74708041374708,5.73044297832234,8.57142857142858,0,7.10526315789474,3.71428571428572,4,8.03030303030303,8.9937106918239,8.03030303030303,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,5.61735458168868,6.05992148690741,5.61735458168868,7.38651271852728,5.58107164253016,5.57427415632515,70,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",8.18814280841326,9.58849684537726,1.20119849012744,9.52745669720104,1.14058665845238,0,9.47368421052632,6.48241206030151,3.74708041374708,5.73044297832234,7.14285714285715,0,7.10526315789474,3.71428571428572,4,8.03030303030303,8.9937106918239,8.03030303030303,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,5.64002261559884,9.01868337628185,5.64002261559884,7.40450423687437,5.58107164253016,5.568606764544,78.4,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",2.5004324953276,3.85696015418046,6.810205669633,8.9302402415531,1.9616152371951,7.52813781788351,6.05263157894737,6.48241206030151,3.74708041374708,5.73044297832234,7.14285714285715,4.1875,7.10526315789474,5.14285714285714,4.8,5.75757575757576,5.84905660377358,5.75757575757576,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,5.60669274803743,5.99585208722914,5.60669274803743,7.15720788293327,5.61483359116286,5.57188488134474,67.9,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",0.677251390404565,0.836060949947986,9.24051382577858,9.1179809902238,1.67396626265637,7.52813781788351,6.05263157894737,6.48241206030151,3.74708041374708,5.73044297832234,6.85714285714286,4.1875,7.10526315789474,5.14285714285714,4.8,5.75757575757576,5.84905660377358,5.75757575757576,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,5.60669274803743,5.30692591696101,5.60669274803743,7.1405627859366,5.61483359116286,5.54822692349157,65.7,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Cowpea","MT_Cowpea",2.79892044745268,4.70814919063809,6.22180570320882,9.04690218825794,1.78287040116487,7.52813781788351,6.05263157894737,6.48241206030151,3.74708041374708,5.73044297832234,5.71428571428572,4.1875,7.10526315789474,5.14285714285714,4.8,5.75757575757576,5.84905660377358,5.75757575757576,2.9175,4.37111111111111,0.471428571428571,6.36451147120167,6.86274509803922,7.42308932602386,6.35764411027569,0,1.55555555555556,1.44037630307653,3.67,0,10,7.04986964931461,0,9.93380153700795,5.51868365373989,6.05568323444973,5.51868365373989,6.95928807717924,5.61483359116286,5.56382143699429,66.6,4.995,56.882,90.217,1.1567,0.7367,0.04,3.6667,14.1333,888.4967,22.3967,11.1967,55,0.64,0.2067,7.99,20.7767,124.1167,36.39,18.2967
"MT","Millet","MT_Millet",5.1888866666453,7.58823480055307,3.61291086829168,9.63639268717046,1.16908596031818,9.21246923707957,1.05263157894737,6.88442211055277,4.44488933377822,6.42469368520264,7.14285714285715,3.75,8.15789473684211,1.42857142857143,1.2,6.06060606060606,6.66666666666667,6.06060606060606,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,4.31064931590046,7.54961322215714,4.31064931590046,5.14281689986623,4.32399529445912,4.42273938664696,43,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",2.1457534876494,4.35222003116462,6.70445158651633,9.71133446750403,1.02917577506773,8.88433141919606,1.05263157894737,6.88442211055277,4.44488933377822,6.42469368520264,7.14285714285715,3.75,8.15789473684211,1.42857142857143,1.2,6.06060606060606,6.66666666666667,6.06060606060606,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,4.36162358823961,6.70162944219387,4.36162358823961,5.18603283861005,4.32399529445912,4.4170190791978,40.4,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",9.70359256074828,10,0.17111989716045,9.42470147261996,1.56429617432461,0.25430680885972,1.05263157894737,6.88442211055277,4.44488933377822,6.42469368520264,5.71428571428572,3.75,8.15789473684211,1.42857142857143,1.2,6.06060606060606,6.66666666666667,6.06060606060606,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,4.33369538639936,9.0348306991658,4.33369538639936,5.21622771137096,4.32399529445912,4.43965005418018,47.2,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",8.97448577311077,9.91788751209577,0.673092352306702,9.73992050742508,0.662265914921069,9.31091058244463,9.73684210526316,6.88442211055277,4.44488933377822,6.42469368520264,8.57142857142858,3.95833333333333,10,4.28571428571429,3.2,7.72727272727273,8.30188679245283,7.72727272727273,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,5.83556199525955,9.17356589505071,5.83556199525955,6.36837634034611,5.99318124269859,5.72409104003746,80.8,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",4.3734880922158,6.87436919243562,4.35942761330887,9.3961154326989,1.16247093911722,4.61853978671042,9.73684210526316,6.88442211055277,4.44488933377822,6.42469368520264,9.28571428571429,3.95833333333333,10,4.28571428571429,3.2,7.72727272727273,8.30188679245283,7.72727272727273,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,5.8462251741457,8.47758364134579,5.8462251741457,6.6692968941064,5.99318124269859,5.75984945429702,80.8,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",2.79073599030737,4.30149564019697,6.44271847057128,9.24468668068469,1.38278596101036,0,9.73684210526316,6.88442211055277,4.44488933377822,6.42469368520264,7.14285714285715,3.95833333333333,10,4.28571428571429,3.2,7.72727272727273,8.30188679245283,7.72727272727273,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,5.8361111928516,8.04170121671039,5.8361111928516,6.54746031365806,5.99318124269859,5.73185888158119,79,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",0.484034384820487,0.602308576175252,9.45191715384085,0,10,7.52813781788351,10,6.88442211055277,4.44488933377822,6.42469368520264,10,7.08333333333333,7.10526315789474,8,6.8,6.96969696969697,7.67295597484277,6.96969696969697,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,6.2129111553147,5.54502763816559,6.2129111553147,7.33907856649762,6.13154366476297,6.24214137894442,80.2,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",0.456259886446017,1.17314192228273,9.15939705594998,0,10,7.52813781788351,10,6.88442211055277,4.44488933377822,6.42469368520264,10,7.08333333333333,7.10526315789474,8,6.8,6.96969696969697,7.67295597484277,6.96969696969697,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,6.0458679317031,5.62370062672652,6.0458679317031,7.33933786841547,6.13154366476297,6.2369107883548,79.2,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Millet","MT_Millet",0.928175696620738,2.03131935857752,8.48960035428889,0,10,7.52813781788351,10,6.88442211055277,4.44488933377822,6.42469368520264,10,7.08333333333333,7.10526315789474,8,6.8,6.96969696969697,7.67295597484277,6.96969696969697,10,10,0,9.8941119845981,8.23529411764706,7.72331505965817,10,2.96639079232298,1.52380952380952,6.27129417747267,3,0.651389091986395,5.70820026977027,6.5579009334791,0.739365762264936,4.44733310464773,6.47793252995766,5.81153705351468,6.47793252995766,7.33493207598703,6.13154366476297,6.28929422584551,81.4,5.035,60.019,93.9,1.44,0.99,0.0367,3.8867,14.8333,897.8067,23.85,14.1967,54,1.02,0.2,11.42,12.7267,118.2667,57.7,9.18
"MT","Pigeon pea","MT_Pigeon pea",1.73520132270549,3.45706264855997,7.36652473085602,9.73992050742508,0.647568630974568,6.16078753076292,8.1578947368421,0,1.60226893560227,6.2205466540999,10,8.54166666666667,6.05263157894737,5.71428571428572,4.8,8.18181818181818,9.30817610062893,8.18181818181818,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,7.15815639427058,7.76764320664727,7.15815639427058,9.29832326516096,7.15300627287223,6.96860871223782,101.8,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",3.10531293104003,5.54605849247097,5.63696045200116,9.7368301247309,0.652005171509349,9.63904840032814,8.1578947368421,0,1.60226893560227,6.2205466540999,10,8.54166666666667,6.05263157894737,5.71428571428572,4.8,8.18181818181818,9.30817610062893,8.18181818181818,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,7.15983110682845,8.00268045716348,7.15983110682845,9.16005983647667,7.15300627287223,7.01456509995494,101.8,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",0.695215365731276,1.05083120973219,9.1177320046646,9.66420613141797,0.756263874076715,10,8.1578947368421,0,1.60226893560227,6.2205466540999,10,8.54166666666667,6.05263157894737,5.71428571428572,4.8,8.18181818181818,9.30817610062893,8.18181818181818,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,7.20193720364288,6.99465852530231,7.20193720364288,9.16733094836011,7.15300627287223,6.95614509989002,97.8,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",0.350042120952656,0.416610124256686,9.61112687388607,9.43242742935538,1.15091205996606,7.52813781788351,8.42105263157895,0,1.60226893560227,6.2205466540999,10,10,6.31578947368421,7.42857142857143,7,10,10,10,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,6.23581434743753,7.09761708060559,6.23581434743753,9.99747115590616,6.22971537086117,6.24038489146669,89.6,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",0.652535304592343,1.08542951712271,9.11836115396674,9.60085328618752,0.899362201124019,7.52813781788351,8.42105263157895,0,1.60226893560227,6.2205466540999,10,10,6.31578947368421,7.42857142857143,7,10,10,10,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,6.20796130273694,7.25022507804292,6.20796130273694,10,6.22971537086117,6.28527267978449,90.6,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",0.705342128561149,1.67065273848943,8.78206812437153,9.38375390192224,1.22360766137454,7.52813781788351,8.42105263157895,0,1.60226893560227,6.2205466540999,7.14285714285715,10,6.31578947368421,7.42857142857143,7,10,10,10,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,6.20064318619558,7.09428142780691,6.20064318619558,9.59473359941021,6.22971537086117,6.25249237768031,89,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",5.25380280391877,7.41501252216046,3.67638157817291,9.68661140595068,0.608768796095835,7.52813781788351,6.31578947368421,0,1.60226893560227,6.2205466540999,9.28571428571429,5.83333333333333,3.68421052631579,6.28571428571429,6.4,10,9.37106918238994,10,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,5.90254384098549,8.51453236463992,5.90254384098549,9.17474842529554,5.90844665907982,6.02728613331443,86.8,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",8.3205374064622,9.66475447093811,1.10117110348819,9.66652391843859,0.634761353085487,7.52813781788351,6.31578947368421,0,1.60226893560227,6.2205466540999,10,5.83333333333333,3.68421052631579,6.28571428571429,6.4,10,9.37106918238994,10,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,5.90618337692156,9.31010584621007,5.90618337692156,9.24503275067174,5.90844665907982,6.01698327276555,88.8,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Pigeon pea","MT_Pigeon pea",4.29769607404732,6.48748840846979,4.6000526861772,9.63639268717046,0.67375018856996,7.52813781788351,6.31578947368421,0,1.60226893560227,6.2205466540999,10,5.83333333333333,3.68421052631579,6.28571428571429,6.4,10,9.37106918238994,10,6.5,8.81555555555556,1.9,8.66356489651853,10,10,6.61654135338346,3.82001918266046,2.76190476190476,2.03407068395627,4,0.760909817743991,1.83225194197273,4.59787234042553,2.41436055790715,8.96688271437771,5.91159970662058,8.30401646407876,5.91159970662058,9.28176020994116,5.90844665907982,6.02366110249253,86.8,4.35,47.24,92.817,1.3,0.9367,0.05,3.81,15.7333,968.4067,22.5,15.06,93,0.6867,0.21,11.9967,5.4567,94.96,105.9767,16.69
"MT","Sunn hemp","MT_Sunn hemp",1.24789259501538,2.56697512332969,8.06026200150188,8.69846153949052,1.19118411008952,9.83593109105824,5,3.5678391959799,0,10,4.28571428571428,3.33333333333334,8.94736842105263,2.57142857142857,4.4,6.21212121212121,8.05031446540881,6.21212121212121,5.5825,8.88888888888889,0,7.8613829616557,7.58176470588235,7.85295066107707,7.83634085213032,2.18850424688282,0.952380952380952,2.45741164505467,7.33,1.01664175688944,2.05969067053373,6.00509629131276,1.88386302130317,3.5325907069394,4.44806938826004,6.09072980947638,4.44806938826004,6.14421499115135,4.43426397088986,4.53223488304056,44.1,4.705,40.037,112.867,1.2633,0.94,0.0367,3.76,14.5,901.8267,22.9867,13.41,36,0.72,0.2433,13.3433,5.8833,111.6933,90.6867,7.66
"MT","Sunn hemp","MT_Sunn hemp",1.17587114049973,2.31140396807507,8.22904865722348,9.12879732965339,0.800564621322563,9.60623461853979,5,3.5678391959799,0,10,5,3.33333333333334,8.94736842105263,2.57142857142857,4.4,6.21212121212121,8.05031446540881,6.21212121212121,5.5825,8.88888888888889,0,7.8613829616557,7.58176470588235,7.85295066107707,7.83634085213032,2.18850424688282,0.952380952380952,2.45741164505467,7.33,1.01664175688944,2.05969067053373,6.00509629131276,1.88386302130317,3.5325907069394,4.44809929390419,6.14753791108336,4.44809929390419,6.26094770172864,4.43426397088986,4.51108290964526,44.6,4.705,40.037,112.867,1.2633,0.94,0.0367,3.76,14.5,901.8267,22.9867,13.41,36,0.72,0.2433,13.3433,5.8833,111.6933,90.6867,7.66
"MT","Sunn hemp","MT_Sunn hemp",0.617884007153555,0.895756826275738,9.23520783587464,9.93847759552536,0.0656108973947821,0,5,3.5678391959799,0,10,4.28571428571428,3.33333333333334,8.94736842105263,2.57142857142857,4.4,6.21212121212121,8.05031446540881,6.21212121212121,5.5825,8.88888888888889,0,7.8613829616557,7.58176470588235,7.85295066107707,7.83634085213032,2.18850424688282,0.952380952380952,2.45741164505467,7.33,1.01664175688944,2.05969067053373,6.00509629131276,1.88386302130317,3.5325907069394,4.44806938826004,6.56224269764918,4.44806938826004,6.52859546006082,4.43426397088986,4.51848116830967,46.5,4.705,40.037,112.867,1.2633,0.94,0.0367,3.76,14.5,901.8267,22.9867,13.41,36,0.72,0.2433,13.3433,5.8833,111.6933,90.6867,7.66
"MT","Sunn hemp","MT_Sunn hemp",5.2700168097826,7.59332079369246,3.57386260618206,9.61166962561711,0.780162503302749,8.88433141919606,8.68421052631579,3.5678391959799,0,10,10,8.125,8.42105263157895,6,6.6,9.09090909090909,10,9.09090909090909,5.5825,8.88888888888889,0,7.8613829616557,7.58176470588235,7.85295066107707,7.83634085213032,2.18850424688282,0.952380952380952,2.45741164505467,7.33,1.01664175688944,2.05969067053373,6.00509629131276,1.88386302130317,3.5325907069394,7.0998470961627,8.34432832370561,7.0998470961627,8.14974740336159,7.04849839976264,6.96195566235816,97.4,4.705,40.037,112.867,1.2633,0.94,0.0367,3.76,14.5,901.8267,22.9867,13.41,36,0.72,0.2433,13.3433,5.8833,111.6933,90.6867,7.66
"MT","Sunn hemp","MT_Sunn hemp",3.98230582739878,5.61959240089373,5.2049471367356,9.75537242089592,0.582189342488357,10,8.68421052631579,3.5678391959799,0,10,7.14285714285715,8.125,8.42105263157895,6,6.6,9.09090909090909,10,9.09090909090909,5.5825,8.88888888888889,0,7.8613829616557,7.58176470588235,7.85295066107707,7.83634085213032,2.18850424688282,0.952380952380952,2.45741164505467,7.33,1.01664175688944,2.05969067053373,6.00509629131276,1.88386302130317,3.5325907069394,7.03279644676042,7.58820041954861,7.03279644676042,7.72789321899949,7.04849839976264,6.96536879978295,95,4.705,40.037,112.867,1.2633,0.94,0.0367,3.76,14.5,901.8267,22.9867,13.41,36,0.72,0.2433,13.3433,5.8833,111.6933,90.6867,7.66
