"Parcela","Cultura","Combo","DMG_norm","DMP_norm","RMP_norm","Densidade_norm","Estoque.de.C_norm","Na_norm","ICV..._norm","pH_norm","P_norm","K_norm","Altura.de.Plantas_norm","Diâmetro.espiga_norm","Comprimento.espiga_norm","Número.de.plantas_ha_norm","N.total.de.espigas_ha_norm","N.de.espigas.comerciais_ha_norm","Peso.de.espigas.comerciais_ha_norm","Produtividade_norm","Ca_norm","Mg_norm","Al_norm","CTC_norm","MOS_norm","EstN_norm","MI_norm","MA_norm","VIB_norm","RP_norm","AD_PT_norm","qMIC_norm","qCO2_norm","CCO2_norm","CMIC_norm","NMIC_norm","IPACSA","IQS_ANOVA","IQS_Fuzzy","IQS_PLS","IQS_MARS","IQS_RF","MetaIQS_Borda","pH_0_10","P_0_10","K_0_10","Ca_cmolc_dm3","Mg_cmolc_dm3","Al_cmolc_dm3","T_cmolc_dm3","MOS_g_kg","EstN_kg_ha","MI_pct","MA_pct","VIB_mm_h","RP_KPa","AD_PT","qMIC","qCO2","CCO2_g_kg","CMIC_ug_g","NMIC_mg_kg"
"CT","Millet","CT_Millet",0.4874630220164,1.04587430271308,9.21341441133199,9.05302016744352,1.11169727683233,6.55455291222313,4.47368421052631,2.71356783919598,7.11333555778,0.866729500471255,1.42857142857143,2.91666666666666,1.84210526315789,5.71428571428572,3.8,1.06060606060606,0.754716981132075,1.06060606060606,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,4.72203394976987,1.26845704523508,4.72203394976987,2.81852783269379,4.65293724293863,4.70316258425745,29.5,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.750930253885235,1.2122695389189,9.00653648815032,8.99187411865262,1.17743462750841,10,4.47368421052631,2.71356783919598,7.11333555778,0.866729500471255,3.57142857142857,2.91666666666666,1.84210526315789,5.71428571428572,3.8,1.06060606060606,0.754716981132075,1.06060606060606,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,4.75507991236895,1.24519704962347,4.75507991236895,2.98887950577057,4.65293724293863,4.73282222501261,31.8,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.685056993873257,0.831317035027357,9.23955272753977,8.78962180342118,1.28470571041727,9.14684167350287,6.57894736842105,2.71356783919598,7.11333555778,0.866729500471255,2.85714285714286,3.33333333333334,4.47368421052632,5.71428571428572,3.4,0,0,0,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,4.95791138292295,1.26083301745289,4.95791138292295,2.95548253226713,4.93775499077284,4.90242732657942,36.6,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.333863870380229,0.291170686865632,9.68538556971177,9.00284905048688,1.06919459240166,6.915504511895,6.57894736842105,2.71356783919598,7.11333555778,0.866729500471255,1.42857142857143,3.33333333333334,4.47368421052632,5.71428571428572,3.4,0,0,0,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,4.99004976003984,1.19828945679628,4.99004976003984,2.84484148262843,4.93775499077284,4.87872591022932,35.2,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.691073084678017,0.887296844667283,9.20695239243832,9.00833651640402,1.0636483503939,9.8687448728466,6.57894736842105,2.71356783919598,7.11333555778,0.866729500471255,2.85714285714286,3.33333333333334,4.47368421052632,5.71428571428572,3.4,0,0,0,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,4.95467193298544,1.23336415617196,4.95467193298544,2.93410861966186,4.93775499077284,4.90645354204692,35.6,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.980753600943659,1.80302894126953,8.58801549427433,9.21372452644523,0.748335155994896,7.52813781788351,3.42105263157895,2.71356783919598,7.11333555778,0.866729500471255,2.85714285714286,1.66666666666667,5,4.28571428571429,3.8,2.42424242424242,1.63522012578616,2.42424242424242,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,3.40580442720016,1.90742450022647,3.40580442720016,3.14889416789297,3.62265887429669,3.65346383074829,11.6,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.84478261370561,1.14871882832401,8.99845902544021,9.22391553457705,0.738887872065398,7.52813781788351,3.42105263157895,2.71356783919598,7.11333555778,0.866729500471255,1.42857142857143,1.66666666666667,5,4.28571428571429,3.8,2.42424242424242,1.63522012578616,2.42424242424242,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,3.45207386113184,1.68113695216118,3.45207386113184,2.95142785299106,3.62265887429669,3.63273230071311,9,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Millet","CT_Millet",0.600396270896723,0.681159219177421,9.35768415406989,9.26703133821166,0.698918593902145,7.52813781788351,3.42105263157895,2.71356783919598,7.11333555778,0.866729500471255,0,1.66666666666667,5,4.28571428571429,3.8,2.42424242424242,1.63522012578616,2.42424242424242,2.5825,2.59333333333333,2.37142857142857,4.27883844055832,4.50980392156863,4.65269267978071,4.41102756892231,1.21622022485242,0,7.11924739384694,10,1.44648259385795,4.29889052978402,10,1.32086600513497,9.29588907544819,3.6802602116254,1.46943722480188,3.6802602116254,2.75562320036586,3.62265887429669,3.67718372437197,8.2,4.62,72.015,64.415,1.1433,0.6567,0.0533,3.5367,12.9333,802.5867,21.62,12.4267,6,1.0867,0.27,15.6067,10.0833,159.1967,74.46,17.2367
"CT","Pigeon pea","CT_Pigeon pea",0.385887983992489,0.415003002059085,9.59593319672153,9.04910054893127,0.854213370119274,9.37653814602133,10,2.76381909547739,10,2.93119698397738,0,4.79166666666667,1.84210526315789,5.42857142857143,0,0,0,0,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,4.49510199154229,0.252056959296301,4.49510199154229,0,4.52004650103977,4.51123623964659,21.2,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",0.6285520015199,0.691807210524778,9.33938713711521,9.15884986727392,0.75600602756158,9.77030352748154,10,2.76381909547739,10,2.93119698397738,0.714285714285712,4.79166666666667,1.84210526315789,5.42857142857143,0,0,0,0,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,4.49566509130724,0.360970195859112,4.49566509130724,0.085099005161227,4.52004650103977,4.49695975097986,21.2,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",2.1473930562039,4.0108243552592,6.88610212840979,9.27957411745082,0.647977950748118,9.8687448728466,10,2.76381909547739,10,2.93119698397738,2.14285714285714,4.79166666666667,1.84210526315789,5.42857142857143,0,0,0,0,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,4.47798763287046,1.16122161675634,4.47798763287046,0.268606302825813,4.52004650103977,4.50290981811684,22.6,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",0.52992362460469,0.921391716188674,9.26090266720282,9.17688011243021,1.09786952150817,7.52813781788351,4.21052631578947,2.76381909547739,10,2.93119698397738,0,4.375,1.57894736842105,3.71428571428572,1.2,1.66666666666667,1.0062893081761,1.66666666666667,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,3.55791494676718,0.440119506698323,3.55791494676718,0.168154758387676,3.72282200170098,3.74991341407939,4.4,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",3.07993141280939,1.54146086439616,7.78771397480955,9.00833651640401,1.29425897349341,7.52813781788351,4.21052631578947,2.76381909547739,10,2.93119698397738,1.42857142857143,4.375,1.57894736842105,3.71428571428572,1.2,1.66666666666667,1.0062893081761,1.66666666666667,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,3.8536862596802,0.975920910047549,3.8536862596802,0.339105617280484,3.72282200170098,3.82689882541909,8.9,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",1.93209554194676,3.43117442713597,7.292183215688,9.10475913180504,1.18190593817162,7.52813781788351,4.21052631578947,2.76381909547739,10,2.93119698397738,1.42857142857143,4.375,1.57894736842105,3.71428571428572,1.2,1.66666666666667,1.0062893081761,1.66666666666667,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,3.79156762704589,1.10090513453749,3.79156762704589,0.352212621617063,3.72282200170098,3.82319025912219,9.1,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",0.163987947245366,0.201036303373682,9.80961101157975,10,0,7.52813781788351,1.84210526315789,2.76381909547739,10,2.93119698397738,0,3.54166666666666,3.42105263157895,6.28571428571429,4.4,2.12121212121212,1.57232704402516,2.12121212121212,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,4.70426338527699,0,4.70426338527699,1.25043437062228,4.65482398189477,4.67185150510913,25.6,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",0.166969660936439,0.168016073803698,9.82591624969005,9.38070027506654,0.853163671904885,7.52813781788351,1.84210526315789,2.76381909547739,10,2.93119698397738,2.14285714285714,3.54166666666666,3.42105263157895,6.28571428571429,4.4,2.12121212121212,1.57232704402516,2.12121212121212,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,4.70385125938373,0.113881601601113,4.70385125938373,1.53065660292579,4.65482398189477,4.66830821172752,25.6,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Pigeon pea","CT_Pigeon pea",0.235891814182962,0.290743089092175,9.7294871971065,9.97413051781924,0.165510408959803,7.52813781788351,1.84210526315789,2.76381909547739,10,2.93119698397738,0,3.54166666666666,3.42105263157895,6.28571428571429,4.4,2.12121212121212,1.57232704402516,2.12121212121212,5.8325,6.51777777777778,0.942857142857142,5.08102037542115,2.61450980392157,0,0.985714285714285,0.566877280412921,0.158730158730159,4.49148232901093,9,0.760909817743991,7.59904460806005,7.39774619460096,0.420859065991257,0.924792527998941,4.70625174438139,0.0160029600150156,4.70625174438139,1.24624106224464,4.65482398189477,4.6695914312846,25.6,4.625,84.992,75.367,1.2733,0.8333,0.0433,3.5867,11.9667,658.3067,20.2533,11.77,11,0.88,0.26,11.9967,16.2733,128.2533,48.52,3.3267
"CT","Sunn hemp","CT_Sunn hemp",0.575662952755262,0.679184201536996,9.36981518227513,9.10005558959036,1.02505680113703,10,5.26315789473684,3.16582914572865,2.30141252363475,2.50065975494816,1.42857142857143,2.70833333333333,1.57894736842105,0,0.799999999999999,3.93939393939394,3.45911949685535,3.93939393939394,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,3.72047138770167,2.63877825616708,3.72047138770167,2.70578782322194,3.74560783901461,3.76802399886444,13.4,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0.455050005147621,0.730865443371291,9.39621745168998,9.26467956710432,0.852310792105695,9.9343724364233,5.26315789473684,3.16582914572865,2.30141252363475,2.50065975494816,2.85714285714286,2.70833333333333,1.57894736842105,0,0.799999999999999,3.93939393939394,3.45911949685535,3.93939393939394,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,3.73168037861277,2.76095655606759,3.73168037861277,2.91189223842119,3.74560783901461,3.76568210517741,15.4,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0,0,10,9.34934332696864,0.763469987461006,10,5.26315789473684,3.16582914572865,2.30141252363475,2.50065975494816,3.57142857142857,2.70833333333333,1.57894736842105,0,0.799999999999999,3.93939393939394,3.45911949685535,3.93939393939394,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,3.74051394619842,2.65144879086908,3.74051394619842,3.01524279484026,3.74560783901461,3.85848227928307,18.4,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0.533114223735118,0.577701534495119,9.44308443717815,9.05380409114596,1.50212949969852,7.52813781788351,5.26315789473684,3.16582914572865,2.30141252363475,2.50065975494816,0,0,0.789473684210524,3.71428571428572,2.4,1.21212121212121,0.880503144654088,1.21212121212121,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,3.74454975446863,1.68831142438988,3.74454975446863,2.7678879546849,3.72462034596381,3.78603309664887,12.6,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0.787803912594819,1.34651749044319,8.91830431610026,8.97227602609143,1.61182296310211,7.52813781788351,5.26315789473684,3.16582914572865,2.30141252363475,2.50065975494816,2.85714285714286,0,0.789473684210524,3.71428571428572,2.4,1.21212121212121,0.880503144654088,1.21212121212121,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,3.74163489894779,2.05514757905257,3.74163489894779,3.16104947582702,3.72462034596381,3.80612860075512,16.4,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
"CT","Sunn hemp","CT_Sunn hemp",0.540002941976475,0.808610786468483,9.31664028485002,9.0279346089652,1.66358830062046,7.52813781788351,5.26315789473684,3.16582914572865,2.30141252363475,2.50065975494816,0.714285714285712,0,0.789473684210524,3.71428571428572,2.4,1.21212121212121,0.880503144654088,1.21212121212121,6,6,2.85714285714286,2.94079897320712,2.54901960784314,4.4916672041277,7.78621553884711,0.995322990517438,0.238095238095238,5.0419527078566,5.67,1.41229890973039,1.69363480782867,0,0.809683575046839,0,3.74025134801969,1.77308955998647,3.74025134801969,2.86385622883349,3.72462034596381,3.79613204331992,12.8,4.665,50.383,73.083,1.28,0.81,0.0567,3.4533,11.9333,797.5933,22.9667,12.2033,13.5,0.9233,0.2267,15.4267,5.1967,40.2867,59.7267,1.79
